customer_id,first_name,last_name,date_of_birth,gender,agree_for_promo,autopay_card,email,msisdn,status,customer_category,customer_since,region,language,termination_date
460,Ana,Carvalho,2001-02-02,female,Yes,5346627116782316,ana.carva1@gmail.com,+55-08-08320724,active,phyzical,2020-08-28,"[-23.5475,-46.6361]",portuguese,----------
461,Franciska,Lima,1965-08-30,female,No,6655465473657202,fran.lima65@gmail.com,+55-28-28300884,active,phyzical,2021-03-12,"[-15.77972,-47.92972]",portuguese,----------
462,Antonio,Martins,1983-10-21,male,No,6813467841555512,anto.marti83@gmail.com,+55-21-21764644,active,phyzical,2022-03-30,"[-22.82694,-43.05389]",portuguese,----------
463,Francisco,Martins,1939-02-17,male,Yes,5138332418830613,fran.marti39@gmail.com,+55-46-46887463,active,phyzical,2022-01-06,"[-23.5475,-46.6361]",portuguese,----------
464,Fernanda,Oliveira,1948-12-11,female,Yes,1624787723473516,fern.olive48@gmail.com,+55-26-26255440,active,phyzical,2022-01-30,"[-23.5475,-46.6361]",portuguese,----------
465,Maria,Melo,1994-04-15,female,No,3736528021581450,mari.melo94@gmail.com,+55-46-46211456,active,phyzical,2021-03-14,"[-16.6786,-49.2539]",portuguese,----------
466,Marcia,Sousa,1937-12-04,female,No,4856627455167133,marc.sousa37@gmail.com,+55-23-23222287,active,phyzical,2021-09-05,"[-12.9711,-38.5108]",portuguese,----------
467,Andriana,Ribeiro,1926-08-11,female,No,7026236213630012,andr.ribei26@gmail.com,+55-06-06431106,active,phyzical,2022-03-19,"[-19.9208,-43.9378]",portuguese,----------
468,Marcos,Pereira,1979-11-22,male,No,6775623541506182,marc.perei79@gmail.com,+55-77-77855784,active,phyzical,2020-12-10,"[-12.9711,-38.5108]",portuguese,----------
469,Aline,Oliveira,1988-07-30,female,No,----------,alin.olive88@gmail.com,+55-64-64805856,active,phyzical,2021-06-09,"[-23.5475,-46.6361]",portuguese,----------
470,Joao,Cardoso,1976-04-09,male,Yes,6447488714502508,joao.cardo76@gmail.com,+55-22-22350721,active,phyzical,2020-01-25,"[-9.66583,-35.7353]",portuguese,----------
471,Lucas,Martins,1983-02-11,male,No,1623815615284250,luca.marti83@gmail.com,+55-13-13584330,active,phyzical,2021-08-28,"[-22.9064,-43.1822]",portuguese,----------
472,Antonia,Oliveira,1969-05-30,female,No,0143136410506663,anto.olive69@gmail.com,+55-64-64402073,active,phyzical,2020-04-19,"[-22.9064,-43.1822]",portuguese,----------
473,Marcia,Melo,1955-08-28,female,Yes,5525534534085815,marc.melo55@gmail.com,+55-85-85753072,inactive,phyzical,2021-10-08,"[-22.9056,-47.0608]",portuguese,2021-12-31
474,Jose,Silva,1958-12-17,male,No,2455030260521402,jose.silva58@gmail.com,+55-00-00632514,active,phyzical,2020-01-28,"[-23.5475,-46.6361]",portuguese,----------
475,Marcia,Almeida,1997-05-22,female,Yes,4567721783274784,marc.almei97@gmail.com,+55-85-85217037,active,phyzical,2021-12-22,"[-16.6786,-49.2539]",portuguese,----------
476,Antonia,Santos,1945-10-06,female,No,2706654716648258,anto.santo45@gmail.com,+55-87-87746730,active,phyzical,2021-02-13,"[-22.9064,-43.1822]",portuguese,----------
477,Andriana,Martins,1969-02-22,female,Yes,----------,andr.marti69@gmail.com,+55-75-75012248,active,phyzical,2022-03-07,"[-1.45583,-48.5044]",portuguese,----------
478,Pedro,Oliveira,1959-09-30,male,No,----------,pedr.olive59@gmail.com,+55-64-64515770,active,phyzical,2021-12-06,"[-22.9056,-47.0608]",portuguese,----------
479,Jose,Sousa,2001-08-09,male,Yes,3576100727847572,jose.sousa1@gmail.com,+55-75-75404581,active,phyzical,2020-11-16,"[-18.9186,-48.2772]",portuguese,----------
480,Marcia,Barbosa,1985-09-13,female,Yes,4483818370257030,marc.barbo85@gmail.com,+55-71-71685831,active,phyzical,2020-06-14,"[-8.05389,-34.8811]",portuguese,----------
481,Fernanda,Silva,1984-11-29,female,Yes,----------,fern.silva84@gmail.com,+55-27-27247884,active,phyzical,2021-09-29,"[-23.5475,-46.6361]",portuguese,----------
482,Lucas,Gomes,1976-09-04,male,Yes,2035435307718777,luca.gomes76@gmail.com,+55-81-81071282,inactive,phyzical,2020-10-27,"[-22.9064,-43.1822]",portuguese,2020-11-27
483,Lucas,Oliveira,1990-04-16,male,Yes,7075020135143003,luca.olive90@gmail.com,+55-03-03567882,active,phyzical,2021-03-04,"[-23.5475,-46.6361]",portuguese,----------
484,Marcia,Ribeiro,1934-05-21,female,Yes,5723013607585431,marc.ribei34@gmail.com,+55-16-16113786,active,phyzical,2020-11-07,"[-23.5475,-46.6361]",portuguese,----------
485,Paulo,Ferreira,1996-02-18,male,Yes,5757377317828146,paul.ferre96@gmail.com,+55-55-55371288,active,phyzical,2020-03-11,"[-22.9056,-47.0608]",portuguese,----------
486,Patricia,Carvalho,1963-11-16,female,No,----------,patr.carva63@gmail.com,+55-81-81547308,inactive,phyzical,2020-09-21,"[-12.9711,-38.5108]",portuguese,2021-03-02
487,Lucas,Almeida,2002-10-29,male,Yes,0247828156464002,luca.almei2@gmail.com,+55-43-43035614,active,phyzical,2021-08-14,"[-3.10194,-60.025]",portuguese,----------
488,Fernanda,Araujo,1999-03-01,female,Yes,3637021175538168,fern.arauj99@gmail.com,+55-11-11271354,active,phyzical,2021-02-01,"[-15.77972,-47.92972]",portuguese,----------
489,Marcia,Martins,1999-04-01,female,Yes,8348826260062887,marc.marti99@gmail.com,+55-44-44148501,active,phyzical,2020-04-16,"[-22.9064,-43.1822]",portuguese,----------
490,Antonio,Costa,1980-11-10,male,Yes,0526673711346680,anto.costa80@gmail.com,+55-76-76140704,active,phyzical,2020-02-20,"[-23.5475,-46.6361]",portuguese,----------
491,Antonia,Santos,1990-12-17,female,Yes,0712053043734403,anto.santo90@gmail.com,+55-77-77237326,active,phyzical,2021-12-23,"[-3.71722,-38.5431]",portuguese,----------
492,Antonio,Araujo,1979-08-20,male,Yes,5186272012814016,anto.arauj79@gmail.com,+55-00-00848666,active,phyzical,2021-12-20,"[-22.82694,-43.05389]",portuguese,----------
493,Maria,Barbosa,1964-04-24,female,Yes,0853373703220460,mari.barbo64@gmail.com,+55-18-18402711,active,phyzical,2022-01-17,"[-22.9064,-43.1822]",portuguese,----------
494,Marcia,Santos,1987-01-17,female,Yes,2732014000734008,marc.santo87@gmail.com,+55-08-08153301,active,phyzical,2020-07-21,"[-22.7856,-43.3117]",portuguese,----------
495,Antonio,Ferreira,1975-03-19,male,Yes,----------,anto.ferre75@gmail.com,+55-84-84065513,active,phyzical,2021-09-21,"[-3.71722,-38.5431]",portuguese,----------
496,Patricia,Sousa,1963-06-12,female,Yes,2783606416685845,patr.sousa63@gmail.com,+55-54-54371274,active,phyzical,2020-01-17,"[-30.0328,-51.2302]",portuguese,----------
497,Fernanda,Ribeiro,1979-09-13,female,Yes,8416845363338706,fern.ribei79@gmail.com,+55-37-37836342,active,phyzical,2022-04-17,"[-23.5475,-46.6361]",portuguese,----------
498,Marcia,Ribeiro,1937-09-27,female,Yes,----------,marc.ribei37@gmail.com,+55-82-82484613,active,phyzical,2022-05-03,"[-30.0328,-51.2302]",english,----------
499,Antonio,Carvalho,1984-04-14,male,Yes,0186265443365664,anto.carva84@gmail.com,+55-46-46625785,active,phyzical,2021-12-15,"[-19.9208,-43.9378]",portuguese,----------
500,Aline,Araujo,1926-12-13,female,Yes,2678566206463850,alin.arauj26@gmail.com,+55-84-84576337,active,phyzical,2020-02-14,"[-15.77972,-47.92972]",portuguese,----------
501,Jose,Araujo,1973-12-02,male,Yes,4475358611155552,jose.arauj73@gmail.com,+55-31-31005676,active,phyzical,2020-01-23,"[-23.5475,-46.6361]",portuguese,----------
502,Franciska,Santos,1974-12-29,female,Yes,5478182065530367,fran.santo74@gmail.com,+55-46-46080476,active,phyzical,2022-03-12,"[-3.71722,-38.5431]",portuguese,----------
503,Juliana,Santos,1973-12-28,female,No,4707282856518761,juli.santo73@gmail.com,+55-21-21706207,active,phyzical,2022-01-19,"[-23.5475,-46.6361]",portuguese,----------
504,Patricia,Ribeiro,1984-09-02,female,No,6075188235546213,patr.ribei84@gmail.com,+55-67-67460130,active,phyzical,2022-05-07,"[-22.9064,-43.1822]",portuguese,----------
505,Paulo,Almeida,1960-01-20,male,Yes,1643244243574301,paul.almei60@gmail.com,+55-13-13055046,active,phyzical,2021-11-23,"[-8.05389,-34.8811]",portuguese,----------
506,Jose,Martins,1987-10-21,male,Yes,2068205536224580,jose.marti87@gmail.com,+55-64-64868322,active,phyzical,2021-05-30,"[-15.77972,-47.92972]",english,----------
507,Paulo,Gomes,1971-10-06,male,No,1638628205715181,paul.gomes71@gmail.com,+55-53-53335311,active,phyzical,2022-03-07,"[-23.5475,-46.6361]",portuguese,----------
508,Paulo,Costa,2003-01-17,male,Yes,0645767727386017,paul.costa3@gmail.com,+55-75-75312104,active,phyzical,2022-01-05,"[-16.6786,-49.2539]",portuguese,----------
509,Fernanda,Barbosa,1972-02-15,female,No,7255656412510166,fern.barbo72@gmail.com,+55-85-85534570,active,phyzical,2020-02-21,"[-23.6639,-46.5383]",portuguese,----------
510,Jose,Pereira,1971-04-26,male,No,7652310535641214,jose.perei71@gmail.com,+55-14-14537870,inactive,phyzical,2021-05-21,"[-22.7856,-43.3117]",portuguese,2021-06-21
511,Lucas,Almeida,1969-03-08,male,Yes,5771433216043547,luca.almei69@gmail.com,+55-76-76164237,active,phyzical,2021-07-06,"[-23.5475,-46.6361]",portuguese,----------
512,Marcia,Santos,1998-02-04,female,No,----------,marc.santo98@gmail.com,+55-36-36682234,inactive,phyzical,2020-06-24,"[-22.9064,-43.1822]",portuguese,2022-04-07
513,Antonia,Lima,1967-08-05,female,No,0643706886300865,anto.lima67@gmail.com,+55-15-15063135,active,phyzical,2021-03-31,"[-19.9208,-43.9378]",portuguese,----------
514,Jose,Cardoso,1986-01-06,male,Yes,----------,jose.cardo86@gmail.com,+55-11-11160662,active,phyzical,2021-06-21,"[-22.9064,-43.1822]",portuguese,----------
515,Jose,Barbosa,1993-12-12,male,Yes,7666808354537664,jose.barbo93@gmail.com,+55-30-30563525,active,phyzical,2021-07-15,"[-22.9064,-43.1822]",portuguese,----------
516,Jose,Silva,1990-06-28,male,Yes,5764486130045673,jose.silva90@gmail.com,+55-60-60743550,active,phyzical,2021-03-18,"[-12.9711,-38.5108]",portuguese,----------
517,Marcos,Rodrigues,1974-07-11,male,Yes,----------,marc.rodri74@gmail.com,+55-13-13243483,active,phyzical,2021-01-26,"[-25.4278,-49.2731]",portuguese,----------
518,Antonia,Costa,1995-10-01,female,Yes,6677513281436254,anto.costa95@gmail.com,+55-55-55652637,active,phyzical,2020-07-17,"[-22.82694,-43.05389]",portuguese,----------
519,Jose,Melo,1958-03-13,male,No,8227885780063034,jose.melo58@gmail.com,+55-72-72476334,active,phyzical,2020-06-22,"[-22.9056,-47.0608]",portuguese,----------
520,Ana,Gomes,1957-07-03,female,Yes,2578633251343458,ana.gomes57@gmail.com,+55-30-30302175,active,phyzical,2020-12-15,"[-22.9056,-47.0608]",portuguese,----------
521,Antonia,Oliveira,1986-04-22,female,Yes,1486676642603337,anto.olive86@gmail.com,+55-31-31082517,active,phyzical,2022-02-09,"[-9.66583,-35.7353]",portuguese,----------
522,Maria,Pereira,1989-08-01,female,Yes,2206038237544167,mari.perei89@gmail.com,+55-28-28071420,active,business,2021-12-31,"[-23.5475,-46.6361]",portuguese,----------
523,Luiz,Barbosa,1976-04-23,male,Yes,0280231104053054,luiz.barbo76@gmail.com,+55-73-73627834,active,phyzical,2022-02-20,"[-23.5475,-46.6361]",portuguese,----------
524,Marcos,Cardoso,1984-01-02,male,Yes,0407527684403772,marc.cardo84@gmail.com,+55-15-15140386,inactive,phyzical,2020-05-19,"[-23.5475,-46.6361]",portuguese,2021-10-11
525,Antonio,Martins,1959-10-08,male,Yes,5653810206258052,anto.marti59@gmail.com,+55-30-30577730,active,phyzical,2021-10-18,"[-18.9186,-48.2772]",portuguese,----------
526,Andriana,Cardoso,1953-01-04,female,Yes,8538321266858645,andr.cardo53@gmail.com,+55-02-02016780,active,phyzical,2020-06-13,"[-22.9064,-43.1822]",portuguese,----------
527,Joao,Ribeiro,1989-10-23,male,Yes,4134207251163608,joao.ribei89@gmail.com,+55-84-84848154,active,phyzical,2021-03-23,"[-8.05389,-34.8811]",portuguese,----------
528,Ana,Costa,1931-07-15,female,No,----------,ana.costa31@gmail.com,+55-24-24435575,active,phyzical,2021-11-19,"[-15.77972,-47.92972]",portuguese,----------
529,Jose,Barbosa,1968-11-01,male,No,2580271253731801,jose.barbo68@gmail.com,+55-81-81685768,active,phyzical,2020-09-04,"[-16.6786,-49.2539]",portuguese,----------
530,Aline,Silva,1971-05-18,female,No,----------,alin.silva71@gmail.com,+55-40-40423811,active,phyzical,2021-07-14,"[-3.71722,-38.5431]",portuguese,----------
531,Francisco,Ribeiro,1996-03-20,male,Yes,8841758680025702,fran.ribei96@gmail.com,+55-36-36826153,active,phyzical,2020-02-06,"[-9.66583,-35.7353]",portuguese,----------
532,Jose,Pereira,1981-04-15,male,Yes,8353244436186532,jose.perei81@gmail.com,+55-25-25676308,inactive,phyzical,2021-01-09,"[-3.10194,-60.025]",portuguese,2021-04-28
533,Franciska,Almeida,1964-05-16,female,No,6530778058282465,fran.almei64@gmail.com,+55-53-53503077,active,phyzical,2020-08-31,"[-23.5475,-46.6361]",portuguese,----------
534,Andriana,Carvalho,1971-04-29,female,Yes,2310770103420667,andr.carva71@gmail.com,+55-53-53616750,active,phyzical,2021-10-29,"[-1.45583,-48.5044]",portuguese,----------
535,Carlos,Ferreira,1968-02-05,male,No,7416077462585355,carl.ferre68@gmail.com,+55-87-87188333,active,phyzical,2021-05-12,"[-12.9711,-38.5108]",portuguese,----------
536,Franciska,Martins,1995-06-10,female,No,3384117085541720,fran.marti95@gmail.com,+55-22-22638563,active,phyzical,2022-01-26,"[-23.5475,-46.6361]",portuguese,----------
537,Marcos,Oliveira,1966-04-24,male,Yes,5821180644767082,marc.olive66@gmail.com,+55-78-78476162,active,business,2020-02-28,"[-22.9056,-47.0608]",portuguese,----------
538,Marcos,Barbosa,1995-12-05,male,Yes,----------,marc.barbo95@gmail.com,+55-37-37058677,active,phyzical,2022-05-13,"[-8.05389,-34.8811]",portuguese,----------
539,Fernanda,Martins,1986-03-23,female,No,4407114716048846,fern.marti86@gmail.com,+55-47-47713076,active,phyzical,2021-07-26,"[-19.9208,-43.9378]",portuguese,----------
540,Jose,Martins,1977-02-11,male,No,----------,jose.marti77@gmail.com,+55-46-46251218,active,phyzical,2021-07-15,"[-23.5475,-46.6361]",portuguese,----------
541,Antonio,Martins,1938-07-15,male,Yes,2056561676332713,anto.marti38@gmail.com,+55-35-35155352,active,phyzical,2020-12-10,"[-23.5475,-46.6361]",portuguese,----------
542,Antonio,Ferreira,1975-03-27,male,Yes,----------,anto.ferre75@gmail.com,+55-20-20305482,active,phyzical,2020-06-21,"[-22.7856,-43.3117]",portuguese,----------
543,Antonio,Cardoso,1982-02-15,male,No,2782350815135515,anto.cardo82@gmail.com,+55-85-85438805,active,phyzical,2020-05-27,"[-23.6639,-46.5383]",portuguese,----------
544,Francisco,Silva,1996-05-27,male,No,8112536837061500,fran.silva96@gmail.com,+55-83-83703884,active,phyzical,2021-09-27,"[-22.9064,-43.1822]",portuguese,----------
545,Aline,Araujo,1924-05-02,female,No,7680377178165121,alin.arauj24@gmail.com,+55-35-35153663,active,phyzical,2022-05-08,"[-25.4278,-49.2731]",portuguese,----------
546,Lucas,Martins,1953-03-01,male,Yes,4648671813641541,luca.marti53@gmail.com,+55-41-41537351,active,phyzical,2020-11-10,"[-22.9064,-43.1822]",portuguese,----------
547,Patricia,Melo,1998-08-02,female,Yes,5534643587423363,patr.melo98@gmail.com,+55-80-80822841,inactive,phyzical,2021-10-17,"[-23.9608,-46.3336]",portuguese,2022-05-07
548,Luiz,Ribeiro,1981-06-10,male,Yes,8385010562267178,luiz.ribei81@gmail.com,+55-12-12871213,active,phyzical,2021-06-27,"[-22.9064,-43.1822]",portuguese,----------
549,Joao,Rodrigues,1992-02-01,male,No,3422787704464813,joao.rodri92@gmail.com,+55-28-28554846,active,phyzical,2022-04-06,"[-23.4628,-46.5333]",portuguese,----------
550,Luiz,Araujo,1961-03-16,male,Yes,2685653626375732,luiz.arauj61@gmail.com,+55-11-11415142,active,phyzical,2020-01-19,"[-5.795,-35.2094]",portuguese,----------
551,Patricia,Carvalho,1938-07-31,female,No,8517800877724531,patr.carva38@gmail.com,+55-31-31252827,active,phyzical,2021-01-18,"[-22.9064,-43.1822]",portuguese,----------
552,Luiz,Martins,1995-07-25,male,Yes,3571715372874042,luiz.marti95@gmail.com,+55-24-24860738,active,phyzical,2021-06-06,"[-22.7856,-43.3117]",portuguese,----------
553,Joao,Santos,2001-04-18,male,Yes,1827045755428215,joao.santo1@gmail.com,+55-87-87888115,active,phyzical,2020-06-09,"[-23.5475,-46.6361]",portuguese,----------
554,Franciska,Almeida,1972-03-28,female,No,5833325238810275,fran.almei72@gmail.com,+55-73-73066471,active,phyzical,2021-04-16,"[-12.9711,-38.5108]",portuguese,----------
555,Carlos,Ferreira,1964-05-15,male,No,6418788557432075,carl.ferre64@gmail.com,+55-50-50348153,active,phyzical,2020-06-26,"[-8.05389,-34.8811]",portuguese,----------
556,Patricia,Ribeiro,1973-12-24,female,Yes,8327557678505276,patr.ribei73@gmail.com,+55-37-37567114,active,phyzical,2020-11-10,"[-22.9064,-43.1822]",portuguese,----------
557,Franciska,Almeida,1953-07-24,female,No,1123444684180783,fran.almei53@gmail.com,+55-78-78276275,active,phyzical,2022-02-11,"[-30.0328,-51.2302]",portuguese,----------
558,Marcia,Araujo,1965-03-11,female,Yes,1442487878860838,marc.arauj65@gmail.com,+55-75-75358328,active,phyzical,2020-09-17,"[-22.9064,-43.1822]",portuguese,----------
559,Aline,Cardoso,1988-05-02,female,Yes,----------,alin.cardo88@gmail.com,+55-37-37542243,active,phyzical,2020-04-03,"[-3.10194,-60.025]",portuguese,----------
560,Pedro,Costa,1976-09-04,male,Yes,5767763041705027,pedr.costa76@gmail.com,+55-57-57575587,active,phyzical,2021-07-26,"[-23.4628,-46.5333]",english,----------
561,Ana,Cardoso,1994-12-26,female,Yes,4156321467565568,ana.cardo94@gmail.com,+55-85-85808181,inactive,phyzical,2020-12-02,"[-23.5475,-46.6361]",portuguese,2021-10-22
562,Maria,Costa,1987-04-09,female,Yes,3465225567374855,mari.costa87@gmail.com,+55-58-58062806,active,phyzical,2021-03-02,"[-23.4628,-46.5333]",portuguese,----------
563,Joao,Costa,2000-07-30,male,Yes,4872547276612458,joao.costa0@gmail.com,+55-71-71228423,active,phyzical,2021-01-29,"[-23.4628,-46.5333]",portuguese,----------
564,Fernanda,Araujo,1940-02-01,female,No,6047832562751746,fern.arauj40@gmail.com,+55-88-88303674,active,phyzical,2021-10-29,"[-19.9208,-43.9378]",portuguese,----------
565,Jose,Carvalho,1965-05-02,male,Yes,8784811144717173,jose.carva65@gmail.com,+55-05-05677683,active,phyzical,2020-09-13,"[-30.0328,-51.2302]",english,----------
566,Francisco,Silva,1966-03-28,male,Yes,8014114248302645,fran.silva66@gmail.com,+55-57-57405465,active,phyzical,2021-09-06,"[-22.9064,-43.1822]",portuguese,----------
567,Franciska,Martins,1990-06-10,female,No,6747540516255535,fran.marti90@gmail.com,+55-86-86725210,active,phyzical,2022-04-16,"[-22.9056,-47.0608]",portuguese,----------
568,Andriana,Almeida,2002-06-11,female,Yes,3136080180060156,andr.almei2@gmail.com,+55-75-75854411,inactive,phyzical,2021-06-19,"[-23.5475,-46.6361]",portuguese,2022-03-16
569,Paulo,Santos,1948-07-25,male,Yes,----------,paul.santo48@gmail.com,+55-50-50134387,inactive,phyzical,2020-09-26,"[-15.77972,-47.92972]",portuguese,2021-01-16
570,Joao,Santos,1978-01-26,male,Yes,0401126025385803,joao.santo78@gmail.com,+55-57-57088775,active,phyzical,2020-04-29,"[-23.5475,-46.6361]",portuguese,----------
571,Antonio,Martins,1974-05-23,male,Yes,0356681384346615,anto.marti74@gmail.com,+55-26-26661041,active,phyzical,2020-06-04,"[-22.7856,-43.3117]",portuguese,----------
572,Luiz,Silva,1980-01-14,male,No,7610805130101647,luiz.silva80@gmail.com,+55-55-55386531,active,phyzical,2020-01-31,"[-22.9064,-43.1822]",portuguese,----------
573,Maria,Silva,1977-03-13,female,No,0457038810668711,mari.silva77@gmail.com,+55-47-47574871,active,phyzical,2021-07-17,"[-22.9064,-43.1822]",portuguese,----------
574,Franciska,Ferreira,1988-08-19,female,No,7873405801136288,fran.ferre88@gmail.com,+55-61-61872316,active,phyzical,2020-08-05,"[-10.9111,-37.0717]",portuguese,----------
575,Luiz,Gomes,1974-09-02,male,No,7253163585768666,luiz.gomes74@gmail.com,+55-74-74257485,active,phyzical,2021-08-26,"[-22.9064,-43.1822]",english,----------
576,Aline,Almeida,1971-05-25,female,No,6107148380201771,alin.almei71@gmail.com,+55-34-34606240,active,phyzical,2020-06-18,"[-1.45583,-48.5044]",english,----------
577,Andriana,Pereira,1988-06-10,female,Yes,0138450141654654,andr.perei88@gmail.com,+55-05-05248781,active,business,2021-06-16,"[-23.4628,-46.5333]",portuguese,----------
578,Fernanda,Carvalho,1987-11-25,female,Yes,1622042278078126,fern.carva87@gmail.com,+55-00-00467657,active,phyzical,2021-02-28,"[-23.6639,-46.5383]",portuguese,----------
579,Maria,Carvalho,1972-05-07,female,Yes,2435657636804777,mari.carva72@gmail.com,+55-48-48622052,active,phyzical,2021-11-06,"[-8.05389,-34.8811]",portuguese,----------
580,Antonia,Costa,1974-07-16,female,No,0431365263270482,anto.costa74@gmail.com,+55-68-68874180,active,phyzical,2020-05-05,"[-23.5475,-46.6361]",portuguese,----------
581,Paulo,Lima,1979-01-24,male,Yes,4761536441428053,paul.lima79@gmail.com,+55-21-21807777,active,phyzical,2022-02-16,"[-22.82694,-43.05389]",portuguese,----------
582,Maria,Oliveira,2003-09-06,female,Yes,3440822403330015,mari.olive3@gmail.com,+55-48-48011613,active,phyzical,2020-01-23,"[-23.5475,-46.6361]",portuguese,----------
583,Marcia,Rodrigues,1962-03-28,female,No,4324544775131133,marc.rodri62@gmail.com,+55-03-03718130,active,phyzical,2021-10-24,"[-23.4628,-46.5333]",portuguese,----------
584,Pedro,Oliveira,1958-09-20,male,Yes,3053634204680460,pedr.olive58@gmail.com,+55-04-04183031,active,phyzical,2020-09-13,"[-23.5475,-46.6361]",portuguese,----------
585,Ana,Silva,1995-03-18,female,Yes,6148268444418521,ana.silva95@gmail.com,+55-68-68031187,active,phyzical,2021-09-13,"[-3.71722,-38.5431]",portuguese,----------
586,Antonia,Gomes,2002-02-23,female,Yes,4181081661151037,anto.gomes2@gmail.com,+55-50-50163448,active,phyzical,2021-12-10,"[-22.9064,-43.1822]",english,----------
587,Marcos,Barbosa,1946-05-24,male,No,6444521840732105,marc.barbo46@gmail.com,+55-86-86756852,active,phyzical,2020-12-02,"[-9.66583,-35.7353]",portuguese,----------
588,Francisco,Pereira,1965-10-10,male,Yes,2633518387152486,fran.perei65@gmail.com,+55-31-31102731,active,phyzical,2020-09-11,"[-19.9208,-43.9378]",portuguese,----------
589,Patricia,Ribeiro,1974-05-07,female,No,6357850514604736,patr.ribei74@gmail.com,+55-76-76021658,active,phyzical,2020-08-22,"[-23.5475,-46.6361]",portuguese,----------
590,Antonio,Cardoso,1987-12-14,male,No,6441401352147218,anto.cardo87@gmail.com,+55-42-42110205,inactive,business,2020-02-13,"[-22.9064,-43.1822]",english,2020-03-15
591,Maria,Melo,2003-05-03,female,Yes,----------,mari.melo3@gmail.com,+55-13-13800247,inactive,phyzical,2020-12-27,"[-3.10194,-60.025]",portuguese,2021-11-25
592,Fernanda,Lima,1995-06-23,female,Yes,----------,fern.lima95@gmail.com,+55-24-24510738,inactive,phyzical,2020-02-22,"[-3.71722,-38.5431]",portuguese,2022-05-11
593,Maria,Almeida,1994-11-08,female,Yes,3571283382144355,mari.almei94@gmail.com,+55-78-78314220,inactive,phyzical,2020-12-25,"[-25.4278,-49.2731]",portuguese,2021-01-25
594,Patricia,Melo,1973-12-26,female,Yes,4215575467305731,patr.melo73@gmail.com,+55-61-61305867,active,phyzical,2020-02-26,"[-22.9056,-47.0608]",portuguese,----------
595,Joao,Lima,1962-09-30,male,Yes,1470235668038725,joao.lima62@gmail.com,+55-01-01383833,active,phyzical,2020-04-09,"[-23.9608,-46.3336]",portuguese,----------
596,Paulo,Silva,1993-09-14,male,Yes,6554110281405455,paul.silva93@gmail.com,+55-80-80805187,active,phyzical,2021-12-11,"[-12.9711,-38.5108]",portuguese,----------
597,Ana,Pereira,1968-12-15,female,Yes,5705524175447475,ana.perei68@gmail.com,+55-56-56474528,active,phyzical,2020-08-17,"[-18.9186,-48.2772]",portuguese,----------
598,Ana,Martins,1971-06-12,female,Yes,6322752013427523,ana.marti71@gmail.com,+55-55-55203613,active,phyzical,2021-05-23,"[-23.5475,-46.6361]",portuguese,----------
599,Maria,Almeida,1987-02-18,female,No,7508841482326712,mari.almei87@gmail.com,+55-25-25300876,active,phyzical,2021-04-22,"[-3.10194,-60.025]",portuguese,----------
600,Franciska,Lima,1980-04-29,female,Yes,3262462216532380,fran.lima80@gmail.com,+55-76-76072428,active,phyzical,2021-01-25,"[-3.10194,-60.025]",portuguese,----------
601,Pedro,Carvalho,1940-05-13,male,Yes,6578088601473038,pedr.carva40@gmail.com,+55-02-02103540,active,phyzical,2020-03-30,"[-12.9711,-38.5108]",portuguese,----------
602,Lucas,Carvalho,1988-04-21,male,No,----------,luca.carva88@gmail.com,+55-12-12867250,active,phyzical,2021-04-26,"[-22.9064,-43.1822]",portuguese,----------
603,Lucas,Costa,1968-03-18,male,Yes,2636067788430741,luca.costa68@gmail.com,+55-16-16348853,active,phyzical,2021-06-08,"[-23.5475,-46.6361]",portuguese,----------
604,Antonia,Barbosa,1982-08-20,female,No,----------,anto.barbo82@gmail.com,+55-42-42872167,active,phyzical,2020-10-30,"[-23.5475,-46.6361]",portuguese,----------
605,Juliana,Araujo,1969-01-10,female,No,8782325058453574,juli.arauj69@gmail.com,+55-21-21676257,inactive,phyzical,2020-09-23,"[-23.5475,-46.6361]",portuguese,2021-11-14
606,Carlos,Barbosa,1952-06-18,male,No,2748811540657271,carl.barbo52@gmail.com,+55-22-22318321,active,phyzical,2020-07-09,"[-23.4628,-46.5333]",portuguese,----------
607,Andriana,Almeida,1988-10-25,female,Yes,7622004552374665,andr.almei88@gmail.com,+55-23-23084816,active,phyzical,2020-01-22,"[-3.10194,-60.025]",portuguese,----------
608,Aline,Melo,1946-09-21,female,Yes,----------,alin.melo46@gmail.com,+55-58-58145023,active,phyzical,2020-08-10,"[-18.9186,-48.2772]",portuguese,----------
609,Juliana,Carvalho,1995-09-21,female,Yes,3341785013342008,juli.carva95@gmail.com,+55-36-36107471,inactive,phyzical,2020-05-28,"[-5.795,-35.2094]",portuguese,2021-08-21
610,Ana,Carvalho,1976-05-10,female,Yes,1014140480502123,ana.carva76@gmail.com,+55-26-26873110,inactive,phyzical,2020-08-27,"[-16.6786,-49.2539]",english,2021-02-02
611,Andriana,Barbosa,1996-03-06,female,Yes,2452333448823617,andr.barbo96@gmail.com,+55-65-65767548,active,phyzical,2021-07-13,"[-23.5475,-46.6361]",portuguese,----------
612,Juliana,Melo,2003-12-17,female,Yes,7346466247034826,juli.melo3@gmail.com,+55-58-58801350,active,phyzical,2021-10-13,"[-3.71722,-38.5431]",portuguese,----------
613,Antonio,Costa,1988-08-13,male,No,4688216304311262,anto.costa88@gmail.com,+55-40-40568057,active,phyzical,2020-09-05,"[-8.05389,-34.8811]",portuguese,----------
